,Quefrency,Cepstrum
0,0.0,1847.7485763362051
1,0.2,30.561911969659022
2,0.4,25.575506076387267
3,0.6000000000000001,4.919311558160894
4,0.8,-4.632521789177632
5,1.0,6.295262920434619
6,1.2000000000000002,17.844454130417777
7,1.4000000000000001,2.8140892186977804
8,1.6,11.733918316005418
9,1.8,0.08255107727267608
10,2.0,19.751544486043603
11,2.2,7.0902944140793185
12,2.4000000000000004,-13.0886540983871
13,2.6,-3.184476340785243
14,2.8000000000000003,-20.80644543416096
15,3.0,-19.95772542855891
16,3.2,18.76735382337883
17,3.4000000000000004,5.133165734610992
18,3.6,-18.55381036490848
19,3.8000000000000003,-25.243793936604796
20,4.0,15.543338773629952
21,4.2,18.36767794838214
22,4.4,-6.386725203717649
23,4.6000000000000005,18.283642012398364
24,4.800000000000001,14.907192350121852
25,5.0,13.576671572084308
26,5.2,-13.143358160822034
27,5.4,-15.17832035282088
28,5.6000000000000005,9.716808745765512
29,5.800000000000001,-23.244413925199705
30,6.0,1.9095511842744992
31,6.2,5.833743706894207
32,6.4,-3.294710991964808
33,6.6000000000000005,-5.614685039325773
34,6.800000000000001,10.65635626488156
35,7.0,8.609100540188752
36,7.2,-15.17588004929507
37,7.4,15.683397064531338
38,7.6000000000000005,-1.4570590015786005
39,7.800000000000001,-3.551726273880492
40,8.0,6.393630379672752
41,8.200000000000001,-6.476939835942735
42,8.4,-6.676025806586818
43,8.6,9.592028986864207
44,8.8,-11.39135887233705
45,9.0,0.021758935766399645
46,9.200000000000001,21.30391568149545
47,9.4,-2.2340418432421862
48,9.600000000000001,8.486104892297616
49,9.8,32.26208136849252
50,10.0,97.91256264619832
51,10.200000000000001,5.639720139989261
52,10.4,24.55382014380834
53,10.600000000000001,-12.366554774119734
54,10.8,10.212053496085662
55,11.0,-6.061312141525607
56,11.200000000000001,-8.132780229118918
57,11.4,2.542153796632399
58,11.600000000000001,-8.28459950837389
59,11.8,-14.745321883890082
60,12.0,9.14179561700858
61,12.200000000000001,4.073552574674121
62,12.4,8.776111099282144
63,12.600000000000001,-2.3677304851047842
64,12.8,20.832734266835217
65,13.0,-1.392590917227707
66,13.200000000000001,0.1173185816069342
67,13.4,0.5197964842581912
68,13.600000000000001,-2.1523265446203252
69,13.8,0.6565453295416828
70,14.0,5.179162821379609
71,14.200000000000001,4.778894083329751
72,14.4,8.339204008184428
73,14.600000000000001,-18.557792834692616
74,14.8,-9.648203275015241
75,15.0,-5.077003350619009
76,15.200000000000001,18.571925325646475
77,15.4,-10.304423818044425
78,15.600000000000001,6.412257986503361
79,15.8,-2.2088878398394804
80,16.0,-16.951311865549506
81,16.2,6.693241022153154
82,16.400000000000002,9.297363385808936
83,16.6,-7.472746168378562
84,16.8,0.677387666629349
85,17.0,-0.4895685362040658
86,17.2,14.125163614057753
87,17.400000000000002,0.7558373167515366
88,17.6,5.833697857672688
89,17.8,9.533348213631154
90,18.0,22.918106317008966
91,18.2,13.713329502568788
92,18.400000000000002,-13.964673498199032
93,18.6,-4.220659277248864
94,18.8,-0.8783096596975408
95,19.0,1.5686926830832162
96,19.200000000000003,-5.437082043897011
97,19.400000000000002,2.104745367885543
98,19.6,21.246824707941204
99,19.8,15.09687146846896
100,20.0,95.66255893523925
101,20.200000000000003,29.85170264728243
102,20.400000000000002,-5.878721063391737
103,20.6,24.220509110985414
104,20.8,15.902283725129715
105,21.0,19.725923720343946
106,21.200000000000003,-7.420136478217664
107,21.400000000000002,5.970085122367355
108,21.6,13.382246138587625
109,21.8,-5.247667800675192
110,22.0,10.585922793688958
111,22.200000000000003,-10.689215795602383
112,22.400000000000002,-6.477535082723962
113,22.6,14.260275883916638
114,22.8,-11.895205230568797
115,23.0,4.356090487212594
116,23.200000000000003,-3.495434975025285
117,23.400000000000002,8.689396235669946
118,23.6,9.744874004786034
119,23.8,13.2052737604819
120,24.0,-4.933635006934867
121,24.200000000000003,-9.209477442433947
122,24.400000000000002,-4.098775104576559
123,24.6,12.995719391702291
124,24.8,-14.485899407698662
125,25.0,-4.409980225950335
