system:time_start,precipitationCal
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0.001
"Jun 1, 2019",0.003
"Jun 1, 2019",0.022
"Jun 1, 2019",0.019
"Jun 1, 2019",0.002
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 1, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0.001
"Jun 2, 2019",0.001
"Jun 2, 2019",0.004
"Jun 2, 2019",0.008
"Jun 2, 2019",0.014
"Jun 2, 2019",0.011
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0.239
"Jun 2, 2019",0.204
"Jun 2, 2019",1.536
"Jun 2, 2019",0.95
"Jun 2, 2019",0.044
"Jun 2, 2019",0.018
"Jun 2, 2019",0.029
"Jun 2, 2019",0.049
"Jun 2, 2019",0.017
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 2, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0
"Jun 3, 2019",0.034
"Jun 3, 2019",0.037
