system:time_start,precipitationCal
"Oct 1, 2019",0
"Oct 1, 2019",0.021
"Oct 1, 2019",0.02
"Oct 1, 2019",0.011
"Oct 1, 2019",0.006
"Oct 1, 2019",0.003
"Oct 1, 2019",0.002
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0.013
"Oct 1, 2019",0.006
"Oct 1, 2019",0
"Oct 1, 2019",0.002
"Oct 1, 2019",0.002
"Oct 1, 2019",0.004
"Oct 1, 2019",0.003
"Oct 1, 2019",0.001
"Oct 1, 2019",0.001
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0.001
"Oct 1, 2019",0.001
"Oct 1, 2019",0.002
"Oct 1, 2019",0.003
"Oct 1, 2019",0.003
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 1, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0.001
"Oct 2, 2019",0.002
"Oct 2, 2019",0.002
"Oct 2, 2019",0.001
"Oct 2, 2019",0.001
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0.001
"Oct 2, 2019",0.001
"Oct 2, 2019",0.001
"Oct 2, 2019",0.001
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0.001
"Oct 2, 2019",0.002
"Oct 2, 2019",0.006
"Oct 2, 2019",0.01
"Oct 2, 2019",0.007
"Oct 2, 2019",0.004
"Oct 2, 2019",0.003
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 2, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0.011
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0.035
"Oct 3, 2019",0.042
"Oct 3, 2019",0.006
"Oct 3, 2019",0.004
"Oct 3, 2019",0.046
"Oct 3, 2019",0.063
"Oct 3, 2019",0.077
"Oct 3, 2019",0.089
"Oct 3, 2019",0.156
"Oct 3, 2019",0.19
"Oct 3, 2019",0.123
"Oct 3, 2019",0.133
"Oct 3, 2019",0.312
"Oct 3, 2019",0.361
"Oct 3, 2019",0.51
"Oct 3, 2019",0.16
"Oct 3, 2019",0.08
"Oct 3, 2019",0.004
"Oct 3, 2019",0.003
"Oct 3, 2019",0.004
"Oct 3, 2019",0.001
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0.001
"Oct 3, 2019",0
"Oct 3, 2019",0.002
"Oct 3, 2019",0.321
"Oct 3, 2019",0.004
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 3, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0
"Oct 4, 2019",0.001
"Oct 4, 2019",0.003
"Oct 4, 2019",0.012
"Oct 4, 2019",0.035
"Oct 4, 2019",0.086
"Oct 4, 2019",0.197
"Oct 4, 2019",0.198
"Oct 4, 2019",0.2
"Oct 4, 2019",0.32
"Oct 4, 2019",1.677
"Oct 4, 2019",2.032
"Oct 4, 2019",3.426
"Oct 4, 2019",4.727
"Oct 4, 2019",4.331
"Oct 4, 2019",4.22
"Oct 4, 2019",3.89
"Oct 4, 2019",3.741
"Oct 4, 2019",3.598
"Oct 4, 2019",3.215
"Oct 4, 2019",2.119
"Oct 4, 2019",1.418
"Oct 4, 2019",1.391
"Oct 4, 2019",1
"Oct 4, 2019",0.73
"Oct 4, 2019",0.529
"Oct 4, 2019",0.521
"Oct 4, 2019",0.281
"Oct 4, 2019",0.181
"Oct 4, 2019",0.112
"Oct 4, 2019",0.058
"Oct 4, 2019",0.027
"Oct 4, 2019",0.015
"Oct 4, 2019",0.008
"Oct 4, 2019",0.011
"Oct 4, 2019",0.009
"Oct 4, 2019",0.012
"Oct 4, 2019",0.02
"Oct 4, 2019",0.022
"Oct 4, 2019",0.012
"Oct 5, 2019",0.009
"Oct 5, 2019",0
"Oct 5, 2019",0.031
"Oct 5, 2019",0.06
"Oct 5, 2019",0.051
"Oct 5, 2019",0.026
"Oct 5, 2019",0.013
"Oct 5, 2019",0.009
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0.275
"Oct 5, 2019",0.342
"Oct 5, 2019",0.593
"Oct 5, 2019",0.58
"Oct 5, 2019",0.48
"Oct 5, 2019",0.56
"Oct 5, 2019",0.549
"Oct 5, 2019",0.617
"Oct 5, 2019",0.682
"Oct 5, 2019",0.416
"Oct 5, 2019",0.353
"Oct 5, 2019",0.079
"Oct 5, 2019",0.152
"Oct 5, 2019",0.192
"Oct 5, 2019",0.26
"Oct 5, 2019",0.319
"Oct 5, 2019",0.312
"Oct 5, 2019",0.167
"Oct 5, 2019",0.102
"Oct 5, 2019",0.058
"Oct 5, 2019",0.024
"Oct 5, 2019",0.015
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 5, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0.002
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0
"Oct 6, 2019",0.001
"Oct 6, 2019",0.002
"Oct 6, 2019",0.003
"Oct 6, 2019",0.005
"Oct 6, 2019",0.005
"Oct 6, 2019",0.009
"Oct 6, 2019",0.011
"Oct 6, 2019",0.011
"Oct 6, 2019",0.018
"Oct 6, 2019",0.033
"Oct 6, 2019",0.041
"Oct 6, 2019",0.043
"Oct 6, 2019",0.066
"Oct 6, 2019",0.087
"Oct 6, 2019",0.086
"Oct 6, 2019",0.055
"Oct 6, 2019",0.03
"Oct 6, 2019",0.046
"Oct 6, 2019",0.091
"Oct 6, 2019",0.002
"Oct 6, 2019",0
"Oct 6, 2019",0.001
"Oct 6, 2019",0.001
"Oct 6, 2019",0.005
"Oct 6, 2019",0.014
"Oct 6, 2019",0.033
"Oct 6, 2019",0.048
"Oct 6, 2019",0.067
"Oct 6, 2019",0.115
"Oct 6, 2019",0.116
"Oct 6, 2019",0.087
"Oct 6, 2019",0.06
"Oct 6, 2019",0.049
"Oct 6, 2019",0.021
"Oct 6, 2019",0.015
"Oct 6, 2019",0.007
"Oct 7, 2019",0.005
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0.039
"Oct 7, 2019",0.05
"Oct 7, 2019",0.078
"Oct 7, 2019",0.144
"Oct 7, 2019",0.163
"Oct 7, 2019",0.212
"Oct 7, 2019",0.206
"Oct 7, 2019",0.21
"Oct 7, 2019",0.089
"Oct 7, 2019",0.058
"Oct 7, 2019",0.046
"Oct 7, 2019",0.008
"Oct 7, 2019",0.002
"Oct 7, 2019",0
"Oct 7, 2019",0.067
"Oct 7, 2019",0.066
"Oct 7, 2019",0.136
"Oct 7, 2019",0.131
"Oct 7, 2019",0.035
"Oct 7, 2019",0.023
"Oct 7, 2019",0.002
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0.007
"Oct 7, 2019",0.206
"Oct 7, 2019",0.451
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0.004
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 7, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0.188
"Oct 8, 2019",0.327
"Oct 8, 2019",0.296
"Oct 8, 2019",0.307
"Oct 8, 2019",0.256
"Oct 8, 2019",0.229
"Oct 8, 2019",0.543
"Oct 8, 2019",1.511
"Oct 8, 2019",1.768
"Oct 8, 2019",2.837
"Oct 8, 2019",2.109
"Oct 8, 2019",1.209
"Oct 8, 2019",0.947
"Oct 8, 2019",0.352
"Oct 8, 2019",0.351
"Oct 8, 2019",0.264
"Oct 8, 2019",0.184
"Oct 8, 2019",0.13
"Oct 8, 2019",0.145
"Oct 8, 2019",0.151
"Oct 8, 2019",0.015
"Oct 8, 2019",0.005
"Oct 8, 2019",0.001
"Oct 8, 2019",0
"Oct 8, 2019",0
"Oct 8, 2019",0.015
"Oct 8, 2019",0.028
"Oct 8, 2019",0.075
"Oct 8, 2019",0.131
"Oct 8, 2019",0.226
"Oct 9, 2019",0.248
"Oct 9, 2019",0.325
"Oct 9, 2019",0.306
"Oct 9, 2019",0.167
"Oct 9, 2019",0.092
"Oct 9, 2019",0.042
"Oct 9, 2019",0.026
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0.001
"Oct 9, 2019",0.001
"Oct 9, 2019",0.002
"Oct 9, 2019",0.002
"Oct 9, 2019",0.009
"Oct 9, 2019",0.014
"Oct 9, 2019",0.606
"Oct 9, 2019",0.717
"Oct 9, 2019",1.334
"Oct 9, 2019",1.82
"Oct 9, 2019",2.411
"Oct 9, 2019",2.576
"Oct 9, 2019",2.607
"Oct 9, 2019",2.789
"Oct 9, 2019",2.947
"Oct 9, 2019",2.422
"Oct 9, 2019",1.679
"Oct 9, 2019",1.639
"Oct 9, 2019",1.211
"Oct 9, 2019",0.877
"Oct 9, 2019",0.629
"Oct 9, 2019",0.625
"Oct 9, 2019",0.389
"Oct 9, 2019",0.395
"Oct 9, 2019",0.186
"Oct 9, 2019",0.066
"Oct 9, 2019",0.024
"Oct 9, 2019",0.006
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 9, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0
"Oct 10, 2019",0.02
"Oct 10, 2019",0.033
"Oct 10, 2019",0.063
"Oct 10, 2019",0.109
"Oct 10, 2019",0.129
"Oct 10, 2019",0.306
"Oct 10, 2019",0.691
"Oct 10, 2019",1.005
"Oct 10, 2019",0.818
"Oct 10, 2019",0.695
"Oct 10, 2019",0.588
"Oct 10, 2019",0.435
